/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject8_stand_hand2_time1,25
/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject2_sit_hand2_time1,25
/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject6_stand_hand2_time3,23
/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject8_withapillow_hand2_time2,23
/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject1_withapillow_hand1_time1,21
/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject9_sit_hand2_time1,19
/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject4_sit_hand1_time3,31
/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject2_withaperson_hand2_time2,23
/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject5_withapillow_hand2_time1,23
/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject1_withaperson_hand2_time2,26
/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject2_sit_hand2_time2,22
/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject6_stand_hand1_time1,23
/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject1_withaperson_hand1_time1,27
/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject7_withaperson_hand2_time3,25
/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject5_withaperson_hand2_time1,27
/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject2_sit_hand1_time1,25
/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject4_withalaptop_hand2_time2,27
/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject3_withalaptop_hand2_time2,32
/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject6_withapillow_hand2_time2,23
/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject5_withapillow_hand1_time3,22
/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject7_withapillow_hand1_time1,28
/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject8_stand_hand1_time3,30
/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject7_withaperson_hand1_time3,27
/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject8_withalaptop_hand2_time1,22
/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject2_sit_hand1_time3,31
/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject4_sit_hand2_time1,24
/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject6_withalaptop_hand2_time2,22
/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject3_withalaptop_hand1_time3,31
/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject3_withaperson_hand2_time3,34
/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject1_withalaptop_hand1_time2,27
/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject8_withaperson_hand2_time1,22
/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject8_withaperson_hand1_time1,23
/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject8_sit_hand2_time2,25
/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject2_withapillow_hand2_time3,23
/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject9_sit_hand2_time2,20
/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject1_withaperson_hand1_time3,22
/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject3_sit_hand2_time2,32
/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject3_withapillow_hand1_time2,36
/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject9_withalaptop_hand1_time1,26
/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject7_withaperson_hand2_time1,30
/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject2_stand_hand1_time3,19
/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject1_stand_hand1_time2,29
/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject5_stand_hand2_time3,20
/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject4_withapillow_hand1_time2,26
/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject4_sit_hand2_time3,29
/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject8_stand_hand2_time2,22
/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject5_stand_hand1_time3,22
/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject9_withalaptop_hand1_time3,22
/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject5_withalaptop_hand2_time2,23
/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject8_withaperson_hand1_time3,23
/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject8_sit_hand1_time2,29
/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject1_withapillow_hand1_time3,23
/home/yhu/Datasets/Action3D/slices/xyc/horizontalWave/subject4_withaperson_hand1_time2,26
